cve_id,published,last_modified,vuln_status,cwe_id,nvd_extracted_at_utc,cvss_version,cvss_source,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,known_ransomware_campaign_use,notes,kev_extracted_at_utc,in_kev,days_to_kev
CVE-2024-54795,2025-01-21 18:15:14.537000+00:00,2026-06-17 08:10:42.080000+00:00,Modified,CWE-79,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-22661,2025-01-21 18:15:15.707000+00:00,2026-06-17 08:49:04.507000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-23580,2025-01-21 18:15:17.133000+00:00,2026-06-17 08:55:32.163000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-24019,2025-01-21 18:15:17.933000+00:00,2026-06-17 08:57:54.007000+00:00,Analyzed,CWE-22,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.1,HIGH,NETWORK,LOW,LOW,NONE,NONE,LOW,HIGH,,,,,,,,,,,0,
CVE-2023-45908,2025-01-21 20:15:30.607000+00:00,2026-06-17 06:29:46.467000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-55959,2025-01-21 21:15:11.323000+00:00,2026-06-17 08:11:30.153000+00:00,Deferred,CWE-276,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,NONE,,,,,,,,,,,0,
CVE-2024-57360,2025-01-21 21:15:11.440000+00:00,2026-06-17 08:13:30.917000+00:00,Deferred,CWE-284,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-21492,2025-01-21 21:15:13.970000+00:00,2026-06-17 08:43:36.927000+00:00,Analyzed,CWE-770,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-21504,2025-01-21 21:15:15.447000+00:00,2026-06-17 08:43:38.167000+00:00,Modified,CWE-770,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-21512,2025-01-21 21:15:16.497000+00:00,2026-06-17 08:43:39.040000+00:00,Analyzed,CWE-601,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-21524,2025-01-21 21:15:18.070000+00:00,2026-06-17 08:43:40.343000+00:00,Analyzed,CWE-306,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-21525,2025-01-21 21:15:18.210000+00:00,2026-06-17 08:43:40.450000+00:00,Modified,CWE-770,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-21535,2025-01-21 21:15:19.477000+00:00,2026-06-17 08:43:41.693000+00:00,Analyzed,CWE-306,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-21541,2025-01-21 21:15:20.287000+00:00,2026-06-17 08:43:42.347000+00:00,Analyzed,CWE-281,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,5.4,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-21543,2025-01-21 21:15:20.550000+00:00,2026-06-17 08:43:42.560000+00:00,Modified,CWE-770,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,4.9,MEDIUM,NETWORK,LOW,HIGH,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-21566,2025-01-21 21:15:23.590000+00:00,2026-06-17 08:43:45.057000+00:00,Modified,CWE-732,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-21568,2025-01-21 21:15:23.843000+00:00,2026-06-17 08:43:45.277000+00:00,Analyzed,CWE-863,2026-09-10T23:40:04.178604Z,3.1,secalert_us@oracle.com,4.5,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-24445,2025-01-21 22:15:11.847000+00:00,2026-07-05 01:19:26.970000+00:00,Deferred,CWE-476,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2023-37028,2025-01-21 23:15:10+00:00,2026-06-17 06:07:32.230000+00:00,Modified,CWE-476,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2023-40108,2025-01-21 23:15:11.320000+00:00,2026-06-17 13:19:08.923000+00:00,Modified,CWE-200,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-24418,2025-01-21 23:15:11.787000+00:00,2026-06-17 07:14:26.113000+00:00,Modified,CWE-120,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.5,HIGH,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2024-49735,2025-01-21 23:15:14.393000+00:00,2026-06-17 08:00:21.110000+00:00,Analyzed,CWE-276,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,7.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-49745,2025-01-21 23:15:14.993000+00:00,2026-06-17 08:00:22.260000+00:00,Analyzed,CWE-787,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,7.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2023-37004,2025-01-22 15:15:09.970000+00:00,2026-06-17 06:07:27.830000+00:00,Analyzed,CWE-617,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.3,MEDIUM,LOCAL,LOW,LOW,NONE,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-22772,2025-01-22 15:15:14.990000+00:00,2026-06-17 08:49:56.910000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-22980,2025-01-22 15:15:15.130000+00:00,2026-06-17 08:51:17.807000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.7,MEDIUM,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,LOW,,,,,,,,,,,0,
CVE-2025-23512,2025-01-22 15:15:17.160000+00:00,2026-06-17 08:54:57.823000+00:00,Deferred,CWE-862,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.5,HIGH,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-23784,2025-01-22 15:15:23.713000+00:00,2026-06-17 08:57:10.773000+00:00,Deferred,CWE-89,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.6,HIGH,NETWORK,LOW,HIGH,NONE,HIGH,NONE,LOW,,,,,,,,,,,0,
CVE-2025-23914,2025-01-22 16:15:31.780000+00:00,2026-06-17 08:57:43.337000+00:00,Deferred,CWE-502,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-51457,2025-01-22 17:15:12.390000+00:00,2026-06-17 08:05:44.400000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-56914,2025-01-22 20:15:30.737000+00:00,2026-06-17 08:13:04.183000+00:00,Analyzed,CWE-120,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.7,MEDIUM,ADJACENT_NETWORK,LOW,LOW,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2024-12477,2025-01-22 22:15:08.683000+00:00,2026-06-17 06:59:47.457000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-53299,2025-01-23 09:15:07.033000+00:00,2026-06-17 08:08:46.690000+00:00,Analyzed,CWE-400,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-23722,2025-01-23 16:15:39.117000+00:00,2026-06-17 08:56:40.603000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-23725,2025-01-23 16:15:39.530000+00:00,2026-06-17 08:56:42.080000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-23836,2025-01-23 16:15:40.497000+00:00,2026-06-17 08:57:35.580000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-23012,2025-01-23 21:15:15.173000+00:00,2026-06-17 08:51:25.423000+00:00,Analyzed,CWE-1392,2026-09-10T23:40:04.178604Z,4.0,9119a7d8-5eab-497f-8521-727c672e3725,8.7,HIGH,NETWORK,LOW,NONE,NONE,,,,,,,,,,,,,,0,
CVE-2023-46400,2025-01-23 22:15:12.200000+00:00,2026-06-17 06:30:47.897000+00:00,Analyzed,CWE-1236,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-53379,2025-01-23 23:15:07.993000+00:00,2026-06-17 08:08:50.993000+00:00,Deferred,CWE-120,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,7.5,HIGH,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2024-11931,2025-01-24 03:15:06.590000+00:00,2026-06-17 06:58:43.427000+00:00,Analyzed,CWE-1220,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.3,MEDIUM,NETWORK,HIGH,LOW,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2025-23737,2025-01-24 11:15:11.103000+00:00,2026-06-17 08:56:48.233000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2024-41739,2025-01-24 14:15:31.397000+00:00,2026-06-17 07:48:09.957000+00:00,Analyzed,CWE-427,2026-09-10T23:40:04.178604Z,3.1,psirt@us.ibm.com,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-9493,2025-01-24 15:15:11.070000+00:00,2026-06-17 08:24:40.997000+00:00,Deferred,CWE-427,2026-09-10T23:40:04.178604Z,3.1,product-security@silabs.com,8.6,HIGH,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-9494,2025-01-24 15:15:11.197000+00:00,2026-06-17 08:24:41.100000+00:00,Deferred,CWE-427,2026-09-10T23:40:04.178604Z,3.1,product-security@silabs.com,8.6,HIGH,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-0697,2025-01-24 15:15:12.130000+00:00,2026-06-17 08:26:59.453000+00:00,Deferred,CWE-74,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,6.9,MEDIUM,NETWORK,LOW,NONE,NONE,,,,,,,,,,,,,,0,
CVE-2025-22608,2025-01-24 17:15:14.960000+00:00,2026-06-17 08:48:40.200000+00:00,Analyzed,CWE-639,2026-09-10T23:40:04.178604Z,3.1,security-advisories@github.com,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,NONE,LOW,LOW,,,,,,,,,,,0,
CVE-2025-22610,2025-01-24 17:15:15.237000+00:00,2026-06-17 08:48:41.227000+00:00,Analyzed,CWE-862,2026-09-10T23:40:04.178604Z,4.0,security-advisories@github.com,5.7,MEDIUM,NETWORK,LOW,LOW,NONE,,,,,,,,,,,,,,0,
CVE-2025-22611,2025-01-24 17:15:15.410000+00:00,2026-06-17 08:48:41.750000+00:00,Analyzed,CWE-862,2026-09-10T23:40:04.178604Z,3.1,security-advisories@github.com,9.9,CRITICAL,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24546,2025-01-24 18:15:32.893000+00:00,2026-06-17 08:59:12.397000+00:00,Modified,CWE-352,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,NONE,LOW,LOW,,,,,,,,,,,0,
CVE-2025-24589,2025-01-24 18:15:36.013000+00:00,2026-06-17 08:59:16.607000+00:00,Deferred,CWE-862,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,NONE,NONE,,,,,,,,,,,0,
CVE-2025-24618,2025-01-24 18:15:37.430000+00:00,2026-06-17 08:59:19.643000+00:00,Modified,CWE-862,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,8.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24650,2025-01-24 18:15:39.347000+00:00,2026-06-17 08:59:22.807000+00:00,Modified,CWE-434,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,9.1,CRITICAL,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24658,2025-01-24 18:15:39.853000+00:00,2026-06-17 08:59:23.593000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,5.9,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-24695,2025-01-24 18:15:42.740000+00:00,2026-06-17 08:59:27.307000+00:00,Modified,CWE-918,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,4.4,MEDIUM,NETWORK,HIGH,HIGH,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-24717,2025-01-24 18:15:45.210000+00:00,2026-06-17 08:59:29.500000+00:00,Modified,CWE-352,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24725,2025-01-24 18:15:46.357000+00:00,2026-06-17 08:59:30.297000+00:00,Deferred,CWE-862,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,NONE,NONE,,,,,,,,,,,0,
CVE-2025-0710,2025-01-24 21:15:11.420000+00:00,2026-06-17 08:27:01.233000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.3,MEDIUM,NETWORK,LOW,LOW,NONE,,,,,,,,,,,,,,0,
CVE-2025-21262,2025-01-24 22:15:38.220000+00:00,2026-06-17 08:42:55.873000+00:00,Analyzed,CWE-451,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-12512,2025-01-25 08:15:07.810000+00:00,2026-06-17 06:59:51.760000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,6.4,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13450,2025-01-25 09:15:07.733000+00:00,2026-06-17 07:02:02.307000+00:00,Analyzed,CWE-918,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.5,MEDIUM,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,NONE,,,,,,,,,,,0,
CVE-2023-38013,2025-01-25 14:15:27.977000+00:00,2026-06-17 06:09:10.290000+00:00,Analyzed,CWE-201,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2023-38716,2025-01-25 14:15:28.580000+00:00,2026-06-17 06:11:00.817000+00:00,Analyzed,CWE-209,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2023-50946,2025-01-26 16:15:30.680000+00:00,2026-06-17 06:40:17.480000+00:00,Analyzed,CWE-863,2026-09-10T23:40:04.178604Z,3.1,psirt@us.ibm.com,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,HIGH,NONE,,,,,,,,,,,0,
CVE-2025-0722,2025-01-27 00:15:26.517000+00:00,2026-06-17 08:27:02.353000+00:00,Analyzed,CWE-434,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.1,MEDIUM,NETWORK,LOW,HIGH,NONE,,,,,,,,,,,,,,0,
CVE-2023-46187,2025-01-27 02:15:27.750000+00:00,2026-06-17 06:30:18.983000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-12280,2025-01-27 06:15:21.207000+00:00,2026-06-17 06:59:24.927000+00:00,Analyzed,CWE-352,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13095,2025-01-27 06:15:23.440000+00:00,2026-06-17 07:01:10.283000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-12345,2025-01-27 11:15:09.270000+00:00,2026-06-17 06:59:32.287000+00:00,Deferred,CWE-400,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,6.7,MEDIUM,LOCAL,LOW,HIGH,NONE,,,,,,,,,,,,,,0,
CVE-2025-24601,2025-01-27 14:15:28.927000+00:00,2026-06-17 08:59:17.950000+00:00,Deferred,CWE-502,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24603,2025-01-27 15:15:14.437000+00:00,2026-06-17 08:59:18.143000+00:00,Deferred,CWE-862,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2023-47159,2025-01-27 16:15:29.593000+00:00,2026-06-17 06:32:15.347000+00:00,Analyzed,CWE-204,2026-09-10T23:40:04.178604Z,3.1,psirt@us.ibm.com,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,LOW,NONE,NONE,,,,,,,,,,,0,
CVE-2024-56963,2025-01-27 19:15:17.547000+00:00,2026-06-17 08:13:07.933000+00:00,Deferred,CWE-601,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-56965,2025-01-27 19:15:17.747000+00:00,2026-06-17 08:13:08.220000+00:00,Deferred,CWE-601,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-56966,2025-01-27 19:15:17.850000+00:00,2026-06-17 08:13:08.373000+00:00,Deferred,CWE-601,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-44172,2025-01-27 22:15:11.930000+00:00,2026-06-17 07:52:27.547000+00:00,Modified,CWE-863,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,3.3,LOW,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,,,,,,,,,,,0,
CVE-2024-54468,2025-01-27 22:15:12.187000+00:00,2026-06-17 08:10:24.293000+00:00,Modified,,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,8.2,HIGH,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,NONE,,,,,,,,,,,0,
CVE-2024-54517,2025-01-27 22:15:13.160000+00:00,2026-06-17 08:10:30.537000+00:00,Modified,CWE-787,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-54542,2025-01-27 22:15:14.217000+00:00,2026-06-17 08:10:33.933000+00:00,Modified,CWE-862,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,9.1,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,NONE,HIGH,,,,,,,,,,,0,
CVE-2024-54557,2025-01-27 22:15:14.670000+00:00,2026-06-17 08:10:35.250000+00:00,Modified,CWE-281,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2025-24104,2025-01-27 22:15:15.983000+00:00,2026-06-17 08:58:05.230000+00:00,Modified,CWE-59,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,NONE,HIGH,NONE,,,,,,,,,,,0,
CVE-2025-24118,2025-01-27 22:15:17.033000+00:00,2026-06-17 08:58:07+00:00,Modified,CWE-787,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.1,HIGH,LOCAL,LOW,NONE,REQUIRED,NONE,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24120,2025-01-27 22:15:17.140000+00:00,2026-06-17 08:58:07.307000+00:00,Modified,CWE-772,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.5,HIGH,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-24122,2025-01-27 22:15:17.323000+00:00,2026-06-17 08:58:07.600000+00:00,Modified,CWE-787,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.5,MEDIUM,LOCAL,LOW,NONE,REQUIRED,NONE,HIGH,NONE,,,,,,,,,,,0,
CVE-2025-24137,2025-01-27 22:15:18.433000+00:00,2026-06-17 08:58:09.550000+00:00,Modified,CWE-843,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,8.0,HIGH,ADJACENT_NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-24166,2025-01-27 22:15:20.357000+00:00,2025-01-28 22:15:17.080000+00:00,Rejected,,2026-09-10T23:40:04.178604Z,,,,,,,,,,,,,,,,,,,,,,0,
CVE-2024-57052,2025-01-27 23:15:09.723000+00:00,2026-06-17 08:13:14.757000+00:00,Analyzed,CWE-384,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-0065,2025-01-28 11:15:07.413000+00:00,2026-06-17 08:25:44.697000+00:00,Deferred,CWE-88,2026-09-10T23:40:04.178604Z,3.1,psirt@teamviewer.com,7.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2018-9378,2025-01-28 17:15:08.530000+00:00,2026-06-17 02:06:31.127000+00:00,Analyzed,CWE-908,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.2,MEDIUM,LOCAL,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-34733,2025-01-28 20:15:30.893000+00:00,2026-06-17 07:33:58.213000+00:00,Analyzed,CWE-190,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,8.4,HIGH,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-40674,2025-01-28 20:15:49.620000+00:00,2026-06-17 07:46:17.643000+00:00,Analyzed,CWE-120,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW,,,,,,,,,,,0,
